index,model_key,mileage,engine_power,fuel,paint_color,car_type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,price,age
2576,118,124334.0,105.0,diesel,grey,sedan,True,True,True,False,False,True,True,False,12700.0,5.4
2694,118,149173.0,105.0,diesel,black,sedan,False,True,False,False,True,False,True,True,13400.0,4.3
2791,118,105764.0,105.0,diesel,silver,sedan,False,False,False,False,False,False,True,False,10800.0,4.1
2976,118,117408.0,105.0,diesel,blue,sedan,False,False,False,False,False,False,True,False,8200.0,6.3
3000,118,112490.0,105.0,diesel,black,sedan,False,True,False,False,True,True,True,False,12100.0,6.1
3624,118,44303.0,105.0,diesel,blue,subcompact,False,False,False,False,True,False,True,True,12300.0,5.4
3634,118,224562.0,100.0,diesel,black,subcompact,False,False,False,False,False,False,True,False,3800.0,10.9
3636,118,186977.0,100.0,diesel,grey,subcompact,False,False,False,False,False,False,True,False,4300.0,9.5
3640,118,135549.0,105.0,diesel,black,subcompact,False,False,False,False,False,False,True,True,7600.0,5.7
3657,118,235114.0,90.0,diesel,black,subcompact,False,False,False,False,False,False,True,False,3300.0,11.3
3658,118,43944.2,105.0,diesel,blue,subcompact,False,False,False,False,True,False,True,True,11900.0,5.3
3663,118,166267.0,105.0,diesel,black,subcompact,False,False,False,False,False,False,True,False,3200.0,10.3
3665,118,94445.0,105.0,diesel,blue,subcompact,True,True,False,False,False,False,True,False,13200.0,4.8
3679,118,133991.0,95.0,petrol,black,subcompact,False,False,False,False,False,False,True,False,5500.0,11.8
3683,118,165497.0,105.0,diesel,grey,subcompact,False,False,False,False,False,False,True,False,7900.0,4.8
3692,118,267087.10000000015,90.0,diesel,grey,subcompact,False,False,False,False,False,False,True,False,3300.0,11.8
3696,118,106956.0,100.0,diesel,grey,subcompact,False,False,False,False,False,False,True,False,11800.0,3.8
3697,118,267087.10000000015,90.0,diesel,grey,subcompact,False,False,False,False,False,False,True,False,3000.0,11.3
3704,118,82374.0,105.0,diesel,blue,subcompact,True,True,True,False,True,False,True,True,12400.0,5.6
3712,118,44586.0,105.0,diesel,blue,subcompact,False,False,False,False,True,False,True,True,13000.0,5.5
3716,118,181781.0,100.0,diesel,grey,subcompact,True,True,True,False,False,True,True,False,9500.0,4.6
3719,118,170287.0,105.0,diesel,silver,subcompact,False,False,False,False,False,False,True,False,5700.0,10.2
3721,118,54093.0,110.0,diesel,black,subcompact,False,True,False,False,False,True,True,False,15670.000000000002,2.6
3723,118,186916.0,100.0,diesel,grey,subcompact,False,False,False,False,False,False,True,False,4000.0,9.7
3725,118,119724.0,100.0,diesel,grey,subcompact,False,True,False,False,False,False,True,False,9900.0,5.3
3732,118,267087.10000000015,90.0,diesel,black,subcompact,True,False,False,False,False,False,True,False,1400.0,11.99
3737,118,169560.0,110.0,petrol,grey,subcompact,False,True,False,False,False,True,True,False,10200.0,6.2
14,120,174631.0,120.0,diesel,black,convertible,True,True,False,False,False,False,True,False,10500.0,9.3
15,120,208945.0,130.0,diesel,grey,convertible,True,True,False,False,True,False,True,True,8300.0,10.0
34,120,225039.5,120.0,diesel,grey,convertible,True,False,False,False,False,False,True,False,5500.0,9.4
43,120,223269.0,120.0,diesel,blue,convertible,True,True,False,False,False,False,True,True,8000.0,10.1
44,120,158805.0,130.0,diesel,black,convertible,True,False,False,False,True,True,True,False,9000.0,10.125
80,120,220101.0,130.0,diesel,black,coupe,False,False,False,False,True,False,True,False,8900.0,7.0
87,120,220296.0,130.0,diesel,black,coupe,False,False,False,False,True,False,True,False,7500.0,7.1
1760,120,84106.0,135.0,diesel,white,hatchback,False,False,False,False,False,False,False,False,6000.0,6.3
1782,120,107246.0,135.0,diesel,blue,hatchback,False,False,False,False,False,False,False,False,13400.0,5.3
1789,120,90599.0,135.0,diesel,grey,hatchback,True,False,False,True,True,False,True,False,13200.0,4.2
1875,120,144561.0,135.0,diesel,blue,hatchback,True,True,False,False,False,False,True,False,10100.0,3.9
1920,120,137827.0,135.0,diesel,white,hatchback,False,False,False,False,False,False,False,True,15100.0,3.3
1938,120,188371.0,130.0,diesel,black,hatchback,True,True,True,False,True,False,True,False,5400.0,9.7
1951,120,74846.0,135.0,diesel,white,hatchback,False,True,True,False,False,False,False,False,13200.0,4.8
2010,120,65717.0,135.0,diesel,white,hatchback,False,False,False,False,False,False,False,False,14500.0,4.2
2015,120,174005.0,120.0,petrol,black,hatchback,False,False,False,False,False,False,True,False,5400.0,10.125
2029,120,61347.0,135.0,diesel,white,hatchback,False,True,False,False,True,False,True,True,15600.0,3.5
2044,120,58277.5,135.0,diesel,blue,hatchback,False,True,False,False,False,False,True,True,19550.0,3.4
2059,120,89123.0,140.0,diesel,white,hatchback,False,True,True,False,True,True,True,True,17700.0,2.925
2074,120,157885.0,135.0,diesel,silver,hatchback,False,False,False,False,True,False,True,True,14900.0,4.6
2097,120,136955.0,135.0,diesel,blue,hatchback,False,False,False,False,False,True,True,False,12800.0,5.1
2104,120,71260.0,140.0,diesel,grey,hatchback,False,True,False,False,False,False,True,True,19300.0,3.0
2124,120,103993.0,135.0,diesel,grey,hatchback,False,True,True,False,True,True,True,False,14500.0,4.0
2142,120,75431.0,135.0,diesel,grey,hatchback,True,True,True,True,True,True,True,False,15400.0,5.1
2198,120,58277.5,140.0,diesel,black,hatchback,False,False,False,False,False,False,False,True,19550.0,2.925
2217,120,128502.0,135.0,diesel,blue,hatchback,False,True,False,False,False,False,True,False,11500.0,4.4
2226,120,183906.0,130.0,diesel,blue,hatchback,False,False,False,False,False,False,True,False,5700.0,9.0
2237,120,139318.0,135.0,diesel,blue,hatchback,False,True,False,False,True,True,True,True,16100.0,4.5
2291,120,61476.0,135.0,diesel,silver,hatchback,True,True,False,True,True,True,True,False,14900.0,4.1
2341,120,114968.0,135.0,diesel,white,hatchback,False,True,False,True,False,True,True,False,13700.0,5.0
2770,120,100868.0,135.0,diesel,black,sedan,False,True,False,False,True,True,True,True,16700.0,4.8
2789,120,225039.5,135.0,diesel,white,sedan,False,True,False,False,True,True,True,True,12900.0,3.8
3249,120,221463.0,135.0,diesel,blue,sedan,False,True,False,False,True,True,True,True,11000.0,4.9
3677,120,74162.0,120.0,diesel,silver,subcompact,False,False,False,False,False,False,True,False,11400.0,5.9
3735,120,121721.0,135.0,diesel,blue,subcompact,True,True,True,False,True,False,True,True,14400.0,4.3
3736,120,155752.0,135.0,diesel,silver,subcompact,True,False,False,False,False,False,True,False,11200.0,5.3
21,218,24868.0,100.0,petrol,grey,convertible,False,True,False,False,False,False,True,True,31000.0,2.3
32,218,25050.0,100.0,petrol,grey,convertible,False,True,False,False,False,False,True,True,31000.0,2.4
38,218,17267.0,110.0,diesel,white,convertible,True,True,False,False,True,False,True,True,24200.0,2.3
45,218,15612.6,110.0,diesel,grey,convertible,False,True,False,False,True,False,True,True,24300.0,2.3
50,218,51618.0,105.0,diesel,grey,coupe,False,True,False,False,True,False,True,False,17100.0,2.7
76,218,23949.0,100.0,diesel,blue,coupe,False,True,False,False,True,False,True,False,26400.0,2.26
135,218,23886.0,110.0,diesel,red,coupe,False,True,False,False,True,False,True,False,16700.0,2.8
137,218,50421.0,100.0,diesel,grey,coupe,True,True,False,False,False,True,True,False,17100.0,2.8
147,218,34463.0,105.0,diesel,blue,coupe,False,False,True,False,False,True,True,True,23800.0,3.3
4801,218,120981.4,110.0,diesel,blue,van,False,False,False,False,False,False,False,True,11100.0,2.9
4802,218,118640.0,110.0,diesel,white,van,False,False,False,False,False,False,False,False,800.0,3.44
4806,218,118323.0,110.0,diesel,white,van,False,False,False,False,False,False,False,False,800.0,3.4
4812,218,120849.0,110.0,diesel,blue,van,False,False,False,False,False,False,False,True,6000.0,2.8
4799,218 Active Tourer,35888.0,100.0,diesel,blue,van,False,True,False,False,False,False,True,False,16200.0,2.8
4805,218 Active Tourer,35382.0,110.0,diesel,black,van,False,True,False,False,False,False,True,True,13100.0,2.8
4807,218 Active Tourer,190675.25,112.0,diesel,white,van,True,True,False,False,False,True,True,True,13100.0,2.6
4820,218 Active Tourer,48380.0,100.0,diesel,black,van,True,True,False,False,False,False,True,False,19000.0,3.535
4821,218 Active Tourer,91512.0,100.0,petrol,white,van,False,True,True,False,False,False,True,False,14300.0,2.9
4822,218 Active Tourer,153159.0,110.0,diesel,black,van,False,True,False,False,False,False,False,False,13200.0,2.9
4823,218 Active Tourer,150904.0,112.0,diesel,black,van,True,True,False,False,False,False,True,False,11800.0,3.5
4827,218 Active Tourer,65689.0,100.0,diesel,grey,van,False,True,False,False,False,False,True,True,17300.0,3.0
4828,218 Active Tourer,187121.0,110.0,diesel,blue,van,False,False,False,False,False,False,True,False,12500.0,3.3
4831,218 Active Tourer,43278.0,100.0,diesel,black,van,False,True,False,False,False,False,True,True,17100.0,3.2
4835,218 Active Tourer,165707.0,110.0,diesel,black,van,False,True,False,False,False,False,True,True,13600.0,3.1
4836,218 Active Tourer,81230.0,100.0,diesel,black,van,False,True,False,False,False,False,True,False,14200.0,3.0
4839,218 Active Tourer,49832.0,100.0,diesel,grey,van,False,True,False,False,False,False,True,True,17500.0,3.2
4841,218 Active Tourer,32770.3,110.0,diesel,brown,van,True,True,False,False,False,False,True,True,20295.0,2.5300000000000002
58,316,215083.99999999997,85.0,petrol,silver,coupe,False,False,False,False,False,False,False,False,1000.0,7.259999999999997
157,316,146310.0,85.0,diesel,black,estate,False,False,False,False,False,False,True,False,7600.0,6.1
163,316,158002.0,85.0,diesel,white,estate,False,False,False,False,False,False,True,False,8900.0,3.8
166,316,135119.0,85.0,diesel,white,estate,False,True,False,False,False,False,True,True,10900.0,3.5
169,316,60244.200000000004,85.0,diesel,black,estate,False,False,False,False,False,False,False,False,14229.999999999998,3.5
171,316,159983.0,85.0,diesel,grey,estate,False,False,False,False,False,False,False,True,800.0,4.9
172,316,156627.0,85.0,diesel,blue,estate,False,True,False,False,False,False,True,False,9000.0,5.3
184,316,130852.0,85.0,diesel,white,estate,False,False,False,False,False,False,False,True,7700.0,3.7
188,316,130019.0,85.0,diesel,white,estate,False,False,False,False,False,False,False,True,800.0,3.6
190,316,145179.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,9400.0,4.7
207,316,142031.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,13000.0,3.6
212,316,94829.0,85.0,diesel,grey,estate,False,False,False,False,False,False,False,False,12600.0,4.7
220,316,83133.0,85.0,diesel,white,estate,False,True,False,False,False,False,True,True,14229.999999999998,4.1
227,316,147228.0,85.0,diesel,silver,estate,True,True,False,False,False,False,True,False,10600.0,4.2
248,316,117872.0,85.0,diesel,black,estate,True,True,False,False,False,False,True,False,10400.0,4.3
256,316,201102.0,85.0,diesel,black,estate,True,False,False,False,False,False,True,False,8800.0,4.5
275,316,214613.0,85.0,diesel,white,estate,False,True,False,False,False,False,True,True,8200.0,4.3
283,316,83268.0,85.0,diesel,brown,estate,False,True,False,False,True,False,True,False,12300.0,4.0
299,316,194410.0,85.0,diesel,black,estate,False,True,False,False,True,False,True,True,8400.0,3.6
335,316,84734.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,12600.0,3.5
338,316,164998.0,85.0,diesel,black,estate,True,True,False,False,False,False,True,False,11100.0,5.2
356,316,146879.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,9900.0,4.5
369,316,79964.0,85.0,diesel,white,estate,False,False,False,False,False,False,True,False,12900.0,4.4
379,316,161739.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,11000.0,3.5
380,316,176557.0,85.0,diesel,black,estate,False,False,False,False,False,False,True,False,800.0,4.3
409,316,160619.0,85.0,diesel,black,estate,False,True,False,False,True,False,True,False,11700.0,4.4
414,316,119576.0,85.0,diesel,black,estate,True,True,False,False,False,False,True,False,13100.0,3.37
418,316,164633.0,85.0,diesel,black,estate,True,True,False,False,True,True,True,True,13700.0,5.0
427,316,145193.0,85.0,diesel,grey,estate,True,True,False,False,False,False,True,False,11100.0,4.9
445,316,95787.0,85.0,diesel,black,estate,False,False,False,False,False,False,False,True,9900.0,5.0
449,316,146581.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,10500.0,4.5
472,316,145081.0,85.0,diesel,black,estate,False,True,False,False,True,False,True,True,12600.0,3.6
477,316,81104.0,85.0,diesel,grey,estate,False,False,False,False,False,False,False,False,14229.999999999998,3.37
479,316,99809.0,85.0,diesel,white,estate,False,True,False,False,False,False,True,False,13900.0,5.2
539,316,60244.200000000004,85.0,diesel,black,estate,True,False,False,False,False,False,True,False,13600.0,4.6
546,316,174393.0,85.0,diesel,white,estate,False,True,True,False,True,False,True,False,11300.0,3.9
548,316,60244.200000000004,85.0,diesel,brown,estate,True,True,False,False,True,False,True,True,14229.999999999998,3.4
591,316,147256.0,85.0,diesel,blue,estate,True,True,False,False,False,False,True,False,10000.0,3.37
593,316,142424.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,10800.0,4.8
615,316,78528.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,12600.0,3.4
625,316,163972.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,True,10200.0,4.6
687,316,210105.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,8900.0,4.7
694,316,131474.0,85.0,diesel,blue,estate,False,True,False,False,False,False,True,False,10600.0,5.2
698,316,75269.0,85.0,diesel,blue,estate,False,True,False,False,False,False,True,False,8200.0,3.4
699,316,215083.99999999997,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,8200.0,4.5
701,316,150204.0,85.0,diesel,blue,estate,False,True,False,False,False,False,True,False,5700.0,5.3
707,316,140289.0,85.0,diesel,blue,estate,False,False,False,False,False,False,True,True,800.0,3.37
725,316,158300.0,85.0,diesel,white,estate,True,False,False,False,False,False,True,False,9800.0,3.8
730,316,149817.0,85.0,diesel,white,estate,False,True,False,False,False,False,True,True,11400.0,4.2
736,316,77008.0,85.0,diesel,brown,estate,True,True,False,False,True,False,True,False,10900.0,4.8
746,316,125207.0,85.0,diesel,grey,estate,False,False,False,False,False,False,True,True,10400.0,5.0
772,316,143651.0,85.0,diesel,blue,estate,False,True,True,False,False,True,True,False,14229.999999999998,4.8
788,316,81329.0,85.0,diesel,grey,estate,False,False,False,False,False,False,True,False,14229.999999999998,3.9
794,316,208925.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,8200.0,4.7
829,316,148637.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,10200.0,5.2
839,316,144165.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,True,11800.0,4.4
850,316,80381.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,7700.0,5.8
857,316,157485.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,8400.0,5.2
865,316,127445.0,85.0,diesel,grey,estate,True,True,False,False,True,True,True,False,11100.0,4.7
868,316,162756.0,85.0,diesel,grey,estate,True,True,False,False,False,False,True,True,11300.0,4.2
916,316,60244.200000000004,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,14229.999999999998,3.8
928,316,165418.0,85.0,diesel,blue,estate,False,False,False,False,True,True,True,True,11300.0,4.6
946,316,139390.0,85.0,diesel,black,estate,False,True,False,False,False,True,True,False,10200.0,4.5
948,316,215083.99999999997,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,8900.0,5.2
963,316,80589.0,85.0,diesel,white,estate,False,False,False,False,False,False,True,False,13200.0,4.6
984,316,81817.0,85.0,diesel,grey,estate,False,False,False,False,False,False,True,False,14229.999999999998,4.0
1009,316,215083.99999999997,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,7400.0,5.9
1034,316,199826.0,85.0,diesel,brown,estate,False,False,False,False,False,False,True,False,6700.0,5.4
1051,316,94753.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,11200.0,5.0
1081,316,186459.0,85.0,diesel,white,estate,False,False,False,False,False,False,True,False,10700.0,4.5
1083,316,131899.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,9500.0,4.5
1117,316,183498.0,85.0,diesel,grey,estate,True,True,False,False,False,False,True,True,10700.0,5.2
1122,316,168216.0,85.0,diesel,black,estate,False,False,False,False,True,True,True,False,11100.0,3.6
1128,316,180690.0,85.0,diesel,grey,estate,False,True,False,False,True,True,True,True,11500.0,3.37
1137,316,70495.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,14200.0,5.5
1144,316,63121.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,12600.0,4.0
1185,316,179630.0,85.0,diesel,black,estate,False,True,True,False,False,False,True,True,9900.0,4.5
1194,316,196475.0,85.0,diesel,blue,estate,False,True,False,False,True,True,True,False,8400.0,5.0
1198,316,60244.200000000004,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,11200.0,4.0
1203,316,215083.99999999997,85.0,diesel,grey,estate,True,True,False,False,False,False,True,False,8600.0,4.9
1231,316,86899.0,85.0,diesel,blue,estate,False,False,False,False,False,False,False,False,6000.0,4.2
1277,316,165222.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,True,11800.0,3.37
1334,316,152942.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,10400.0,5.6
1340,316,151859.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,6000.0,3.37
1348,316,81603.0,85.0,diesel,black,estate,True,True,False,False,False,False,True,False,7300.0,6.8
1413,316,94462.0,85.0,diesel,silver,estate,True,True,True,False,False,False,True,True,10900.0,4.7
1442,316,60244.200000000004,85.0,petrol,grey,estate,False,True,False,False,False,False,True,False,12500.0,4.3
1443,316,87609.0,85.0,diesel,blue,estate,True,True,False,False,False,True,True,False,11100.0,5.0
1450,316,185427.0,85.0,diesel,white,estate,True,True,False,False,True,False,True,False,12100.0,4.7
1452,316,131017.0,85.0,diesel,silver,estate,False,True,False,False,False,False,True,False,9000.0,4.9
1453,316,121036.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,10200.0,5.0
1459,316,92732.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,9400.0,4.8
1471,316,152747.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,9000.0,5.6
1489,316,170680.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,9300.0,5.1
1497,316,127441.0,85.0,diesel,grey,estate,False,False,False,False,False,False,True,False,10800.0,5.2
1522,316,60244.200000000004,85.0,diesel,brown,estate,False,True,False,False,True,False,True,True,14229.999999999998,3.8
1531,316,132302.0,85.0,diesel,grey,estate,True,True,False,False,False,True,True,False,1300.0,5.5
1540,316,149890.0,85.0,diesel,blue,estate,False,True,False,False,False,False,True,False,7100.0,5.7
1549,316,188994.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,8800.0,5.3
1555,316,170858.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,6300.0,7.2
1578,316,215083.99999999997,85.0,diesel,black,estate,True,False,False,False,False,False,True,False,7500.0,4.3
1602,316,79660.0,85.0,diesel,silver,estate,False,True,False,False,False,False,True,False,12100.0,5.1
1621,316,193231.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,9500.0,5.6
1637,316,141853.0,85.0,diesel,black,estate,True,True,False,False,False,False,True,False,6300.0,5.3
1647,316,200488.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,9900.0,5.3
1676,316,105946.0,85.0,diesel,blue,estate,True,True,False,False,False,False,True,False,11700.0,3.9
1680,316,168821.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,False,9000.0,5.3
1703,316,164242.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,11200.0,3.8
1725,316,215083.99999999997,85.0,diesel,white,estate,False,True,False,False,True,False,True,False,10100.0,3.8
1727,316,74146.0,85.0,diesel,silver,estate,False,False,False,False,False,False,True,False,7900.0,7.259999999999997
1734,316,180834.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,False,6700.0,6.5
1737,316,181535.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,False,5500.0,4.9
1741,316,140538.0,85.0,diesel,brown,estate,True,True,False,False,False,False,True,False,7100.0,4.3
1749,316,163318.0,85.0,diesel,blue,estate,True,True,False,False,False,False,True,False,9800.0,5.6
1818,316,60244.200000000004,85.0,diesel,black,hatchback,False,True,False,False,False,False,True,True,8900.0,3.5
2077,316,174614.0,85.0,diesel,black,hatchback,False,True,False,False,False,True,True,False,11400.0,5.8
2457,316,153079.0,85.0,diesel,brown,sedan,False,True,False,False,False,False,True,False,11100.0,5.4
2461,316,215083.99999999997,85.0,petrol,black,sedan,False,False,True,False,True,False,True,True,1800.0,7.259999999999997
2466,316,160598.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,False,10500.0,5.8
2470,316,139992.0,85.0,diesel,silver,sedan,False,True,False,False,False,False,True,False,11400.0,4.8
2478,316,182749.0,85.0,diesel,black,sedan,False,False,False,False,True,False,True,False,10900.0,5.1
2505,316,60244.200000000004,85.0,diesel,grey,sedan,False,True,False,False,False,False,False,False,3600.0,4.2
2507,316,179833.0,85.0,diesel,beige,sedan,False,False,False,False,False,False,True,False,7900.0,7.259999999999997
2518,316,172602.0,85.0,diesel,black,sedan,False,True,False,False,False,False,True,False,10800.0,4.8
2562,316,173107.0,85.0,diesel,red,sedan,True,True,False,False,True,False,True,True,14229.999999999998,3.37
2580,316,200436.0,85.0,diesel,grey,sedan,True,True,False,False,False,False,True,True,13400.0,4.8
2591,316,178231.0,85.0,petrol,green,sedan,False,False,False,False,False,True,True,False,700.0,7.259999999999997
2610,316,133648.0,85.0,diesel,brown,sedan,True,True,True,False,True,False,True,False,12400.0,5.7
2664,316,156998.0,85.0,diesel,grey,sedan,True,True,False,False,False,False,True,False,10600.0,3.9
2675,316,171722.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,False,10400.0,5.4
2724,316,167672.0,85.0,diesel,brown,sedan,True,True,False,False,False,False,True,True,13200.0,4.8
2732,316,95241.0,85.0,diesel,blue,sedan,False,True,False,False,False,False,True,False,12000.0,5.3
2739,316,215083.99999999997,85.0,petrol,green,sedan,False,False,False,False,False,False,False,False,800.0,7.259999999999997
2743,316,106434.0,85.0,diesel,brown,sedan,True,True,True,False,False,False,True,False,11700.0,4.7
2751,316,92395.0,85.0,diesel,black,sedan,False,False,False,False,False,False,False,True,13600.0,4.2
2771,316,146951.0,85.0,petrol,white,sedan,False,False,False,False,False,False,False,False,1300.0,7.259999999999997
2782,316,128097.0,85.0,diesel,grey,sedan,False,False,False,False,False,False,True,False,10600.0,4.5
2787,316,136348.0,85.0,diesel,brown,sedan,False,False,False,False,False,False,True,False,11900.0,5.1
2792,316,139719.0,85.0,diesel,black,sedan,True,True,False,False,False,True,True,True,14229.999999999998,4.7
2802,316,166736.0,85.0,diesel,grey,sedan,False,True,False,False,False,True,True,False,8800.0,6.2
2807,316,119456.0,85.0,diesel,grey,sedan,True,False,False,False,False,False,True,False,11400.0,5.2
2808,316,128107.0,85.0,diesel,blue,sedan,True,True,False,False,False,False,True,False,10900.0,4.8
2812,316,122120.0,85.0,diesel,red,sedan,False,False,False,False,False,False,True,False,10900.0,6.0
2817,316,156574.0,85.0,diesel,grey,sedan,False,False,False,False,False,False,True,False,10500.0,4.8
2826,316,143376.0,85.0,diesel,brown,sedan,True,False,False,False,False,False,True,False,9900.0,5.8
2830,316,140586.0,85.0,diesel,black,sedan,False,True,True,False,False,False,True,False,11300.0,4.7
2844,316,103903.0,85.0,diesel,white,sedan,True,True,False,False,True,False,True,False,13600.0,3.37
2846,316,162595.0,85.0,diesel,white,sedan,False,True,False,False,False,False,True,False,11100.0,5.2
2866,316,199859.0,85.0,diesel,blue,sedan,False,False,False,False,False,False,True,True,10400.0,5.7
2881,316,191597.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,True,11400.0,3.37
2890,316,158614.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,10400.0,5.2
2913,316,105175.0,85.0,diesel,brown,sedan,True,True,False,False,True,False,True,False,12400.0,5.3
2914,316,112244.0,85.0,diesel,brown,sedan,True,False,False,False,False,False,True,False,10900.0,4.7
2916,316,215083.99999999997,85.0,diesel,grey,sedan,True,False,False,False,False,False,True,False,9500.0,4.5
2922,316,118066.0,85.0,diesel,brown,sedan,False,False,False,False,False,False,True,False,10000.0,4.6
2939,316,168104.0,85.0,diesel,blue,sedan,False,True,False,False,True,False,True,False,12500.0,5.6
2948,316,61950.0,85.0,diesel,silver,sedan,False,False,True,False,False,False,True,False,7100.0,6.9
2949,316,199158.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,10800.0,4.2
2955,316,149045.0,85.0,diesel,brown,sedan,True,True,False,False,False,False,True,False,10900.0,6.0
2959,316,138024.0,85.0,diesel,grey,sedan,True,False,False,False,False,False,True,False,8000.0,7.259999999999997
2965,316,110531.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,10900.0,5.8
2982,316,107325.0,85.0,diesel,white,sedan,False,True,False,False,False,False,True,True,13400.0,4.2
2993,316,168222.0,85.0,diesel,brown,sedan,False,True,False,False,False,False,True,False,11100.0,5.8
3003,316,189503.0,85.0,diesel,blue,sedan,False,True,False,False,False,False,True,True,12800.0,5.9
3009,316,126875.0,85.0,diesel,grey,sedan,False,False,False,False,False,False,True,False,10500.0,4.6
3028,316,156943.0,85.0,diesel,silver,sedan,False,True,False,False,False,False,True,False,12500.0,5.0
3030,316,178973.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,11100.0,5.0
3032,316,179090.0,85.0,diesel,white,sedan,True,True,False,False,False,False,True,False,10900.0,3.8
3059,316,153657.0,85.0,diesel,brown,sedan,False,True,False,False,False,False,True,False,9500.0,5.4
3071,316,160210.0,85.0,diesel,brown,sedan,True,True,False,False,False,False,True,False,11800.0,4.0
3089,316,105551.0,85.0,diesel,brown,sedan,True,True,True,False,False,False,True,False,10800.0,4.8
3105,316,79293.0,85.0,diesel,brown,sedan,True,True,False,False,False,False,True,False,13000.0,5.7
3144,316,147955.0,85.0,diesel,grey,sedan,False,False,False,False,False,True,True,True,13700.0,3.8
3145,316,91096.0,85.0,diesel,black,sedan,False,True,False,False,False,False,True,False,11400.0,5.9
3174,316,130445.0,85.0,diesel,grey,sedan,True,True,False,False,True,False,True,False,13000.0,4.1
3175,316,93330.0,85.0,diesel,brown,sedan,False,True,False,False,False,False,True,False,12300.0,5.8
3183,316,166184.0,85.0,diesel,blue,sedan,False,True,False,False,False,False,True,False,10100.0,5.0
3197,316,105850.0,85.0,diesel,grey,sedan,False,True,True,False,False,False,True,False,11500.0,5.2
3215,316,109749.0,85.0,diesel,grey,sedan,False,False,False,False,False,False,True,False,10900.0,5.3
3216,316,95241.0,85.0,diesel,black,sedan,True,True,False,False,False,False,True,False,11500.0,5.2
3222,316,120362.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,10000.0,5.9
3243,316,160310.0,85.0,diesel,brown,sedan,True,False,False,False,False,False,True,False,10900.0,4.9
3248,316,158117.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,False,9800.0,5.7
3252,316,181938.0,85.0,diesel,white,sedan,True,True,False,False,True,True,True,False,13400.0,5.2
3256,316,145325.0,85.0,diesel,red,sedan,True,False,False,False,True,False,True,False,11800.0,5.8
3257,316,115307.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,11400.0,4.0
3259,316,110993.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,True,False,10900.0,4.8
3263,316,172239.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,False,7000.0,7.259999999999997
3284,316,180835.0,85.0,diesel,beige,sedan,False,False,False,False,False,False,True,False,7700.0,7.259999999999997
